#NAME Fe/H Fe/H_unc C/Fe C/Fe_unc ra_epoch2000 dec_epoch2000 ra_Gaia dec_Gaia ra_error dec_error pmra pmra_error pmdec pmdec_error parallax parallax_error rv rv_unc Binary phot_g_mean_flux phot_g_mean_flux_error phot_g_mean_mag phot_bp_mean_flux phot_bp_mean_flux_error phot_bp_mean_mag phot_rp_mean_flux phot_rp_mean_flux_error phot_rp_mean_mag bp_rp E_B_V_SandF AV_SandF A_G A_BP A_RP e_BP_RP G_0 err_G BP_0 err_BP RP_0 err_RP T_lit T_lit_unc logg_lit logg_lit_unc D1 dD1 D2 dD2 Area1 Area2 T1 T1_unc logg1 logg1_unc T2 T2_unc logg2 logg2_unc d_gaia d_gaia_unc apo dp_apo dm_apo peri dp_peri dm_peri ell dp_ell dm_ell z_apo dp_z_apo dm_z_apo U dp_U dm_U V dp_V dm_V W dp_W dm_W Vx dp_Vx dm_Vx Vy dp_Vy dm_Vy Vz dp_Vz dm_Vz X dp_X dm_X Y dp_Y dm_Y Z dp_Z dm_Z Lr dp_Lr dm_Lr Lp dp_Lp dm_Lp Lz dp_Lz dm_Lz E dp_E dm_E l dp_l dm_l b dp_b dm_b jp dp_jp dm_jp jr dp_jr dm_jr jz dp_jz dm_jz helioX dp_helioX dm_helioX helioY dp_helioY dm_helioY helioZ dp_helioZ dm_helioZ 
"SDSSJ131326.89-001941.4 " -4.7 0.200000003 2.7999999523 0.3000000119 198.3620349839 -0.3281488686 198.3620186635 -0.3281771444 0.084 0.048 -3.7904794 0.16031148 -6.5672774 0.078203864 0.2976 0.0972 268.0 4.0 1.0 5102.717052787 4.525466 16.418861 2629.289822313 14.161752 16.801792 3617.3780018005 15.295577 15.865935 0.9358568 0.023580652 0.0731 0.062811906 0.078066414 0.047660469 0.030405945 16.356049094 9.6291E-4 16.723725586 0.0058 15.818274531 0.071 5525.0 106.0 3.6 0.5 8.5901 2.8591 1.7652 0.2484 99.96 0.04 5649.0 171.0 3.1 0.3 6278.0 171.0 "" "" 3.8212 1.8029 20.4862033215 59.2944340922 8.4706334417 8.436962209 5.8683675674 1.4670918919 0.4176147227 0.2769701446 0.1384850723 16.3743816328 22.6766746113 6.1415993739 92.1341478309 7.7364375291 5.8023281469 -453.4587561309 90.0753191043 135.1129786564 96.3750511493 36.0895603359 49.6231454618 -103.717092979 5.8023177637 7.736423685 -202.218976411 90.0752684883 135.1129027325 103.6245037145 36.0896928151 49.6233276208 4.4026625938 0.8373107211 1.3396971538 -3.6311280664 0.8451757832 1.3522812532 9.4791515063 3.585806139 2.2411288369 1487.6142991475 2609.9880463042 1074.7009602429 -1489.562723513 65.9876535174 98.9814802762 -1247.5956818434 369.1865437396 319.961671241 -32620.3533123743 40719.3761038067 16766.8019250969 314.7324379524 5.6E-9 5.3E-9 62.0382574354 3.1E-9 2.6E-9 -1247.5956818434 369.1865437396 319.961671241 11.441020389 2005.8478101448 0.0 1227.7275939576 1866.8707038419 266.6958148346 3.5415335849 1.3397035443 0.8373147152 -3.6311105776 0.8451717126 1.3522747401 9.4791516878 3.5858062077 2.2411288798
"HE1310-0536" -4.2 0.2 2.36 0.23 198.379940261 -5.8701482076 198.3799183838 -5.8701554707 0.0302 0.0206 -5.054 0.053 -1.687 0.042 0.0078 0.0342 113.2 1.7 0.0 42230.4 14.4149 14.124302 18920.5 35.9519 14.659056 33793.4 55.2275 13.43984 1.219215 0.037 0.1149 0.0987289743 0.1227063064 0.0749136513 0.0477926552 14.0255730257 3.706046E-4 14.5363496936 0.0020630681 13.3649263487 0.0017743849 5000.0 100.0 1.9 0.3 20.5779 0.8952 0.0 0.0 100.0 0.0 4764.2 20.65 1.0235 0.0485 0.0 0.0 0.0 0.0 16.8422457508 8.9879311285 97.6717605747 37.8624353417 27.4176255923 18.9780723364 0.7918417944 0.8578286106 0.6741542774 0.0710067138 0.0636611917 34.5482499727 1.8979766156 5.5213865181 -284.0945134393 16.1995747059 12.8246633088 -446.5105048539 17.3040962688 16.5517442571 47.1840620931 3.2403829937 3.2403829937 272.3200149159 12.8246751311 16.1995896393 -195.2703112337 17.3040803252 16.5517290067 54.4329583765 3.2403806378 3.2403806378 0.2840577677 0.3317638836 0.3179403884 -8.2930279775 0.3565769519 0.3417195789 17.1299630455 0.6763737752 0.7686065627 2868.2766335661 438.1729529217 401.6585401782 4641.7908933901 425.3730269078 465.8847437562 2198.4466798477 247.7881694997 283.1864794283 14999.3192691168 7488.2438993612 8985.8926792334 312.9357468526 1.55E-8 1.39E-8 56.572085193 6.4E-9 4.9E-9 2198.4466798477 247.7881694997 283.1864794283 3751.0984448044 1926.0071580918 1444.5053685689 3725.50697734 371.6936006571 405.4839279896 7.7021509568 0.3041181655 0.3455888244 -8.2929955942 0.3565755595 0.3417182445 17.1299641799 0.67637382 0.7686066136
"HE1327-2326" -5.96 0.0 3.78 0.0 202.524748159 -23.6971386187 202.5245011911 -23.6969427226 0.0218 0.0157 -52.524 0.04 45.498 0.035 0.8879 0.0235 64.38 1.3 0.0 83311.5 27.2438 13.386603 47151.8 82.6897 13.667642 53844.5 95.0628 12.934066 0.733576 0.0657 0.2038 0.1751171818 0.2176461643 0.1328755573 0.084770607 13.2114858182 3.55048E-4 13.4499958357 0.001904046 12.8011904427 0.001916874 6200.0 100.0 4.4 0.3 1.2122717925 0.0238792986 0.0 0.0 100.0 0.0 6580.8463693587 51.8420630491 3.7546645759 0.030422734 0.0 0.0 0.0 0.0 1.0924460532 0.0280805757 88.4633882657 20.8223990911 14.1294850975 7.3848149165 0.02166176 0.02166176 0.8521509461 0.0213069333 0.0238637653 64.7359326928 16.3910224593 10.7389457492 -277.4684867707 11.1892943058 12.5320096225 -68.6338521428 1.3744759149 1.3021350773 286.4457593282 9.6421217267 8.9004200554 265.9213909745 12.5320241665 11.1893072915 182.6059850206 1.3744790037 1.3021380035 293.6952613312 9.6421035422 8.9004032697 7.3364689571 0.0227945775 0.0275434478 -0.6815419304 0.0234133134 0.0282910871 0.7508000374 0.0301344637 0.0269057712 -337.7425474081 16.8179185119 19.6209049305 -1956.7971695121 45.4775324129 45.4775324129 1521.848148659 5.7282441577 4.7735367981 10415.0054551023 6000.34799556 5143.1554247657 314.2329861638 7.5E-9 6.6E-9 38.3247513143 4.4E-9 4.4E-9 1521.848148659 5.7282441577 4.7735367981 5074.7770222863 1379.6524226834 951.4844294368 922.4862957541 40.080017978 40.080017978 0.6625829766 0.0265937423 0.0237444128 -0.6815402088 0.0234132543 0.0282910156 0.7508000886 0.0301344658 0.026905773 
"HE1424-0241" -4.05 0.0 0.63 0.0 216.668044499 -2.9076351755 216.6680280312 -2.9076474464 0.0439 0.0336 -3.82 0.087 -2.85 0.066 0.1152 0.0469 59.8 0.6 0.0 15830.2 9.70754 15.189648 8140.75 34.2378 15.574727 11476.4 25.8031 14.612411 0.962317 0.0548 0.1698 0.1459023466 0.1813362103 0.110707901 0.0706283093 15.0437456534 6.658051E-4 15.3933907897 0.0045663139 14.501703099 0.0024411279 5260.0 0.0 2.66 0.0 10.3371305235 0.9505980561 0.0 0.0 100.0 0.0 5308.0559742953 39.6798105956 2.2534423735 0.0932380046 0.0 0.0 0.0 0.0 7.6032627694 2.4645066344 8.9297309429 0.7484668555 0.6361968272 0.9051729605 0.4342655817 0.3216782087 0.818580747 0.0622759731 0.096873736 8.5505176424 0.8215872698 0.7351043993 -27.209004851 5.783113867 6.5541957159 -237.7246422837 18.3388216262 22.6538384795 45.3267325721 2.1678440407 2.4568899127 15.723747492 6.5542140829 5.7831300731 13.5153176322 18.3388166928 22.6538323853 52.5763726302 2.1678461921 2.456892351 1.8324240128 0.5139880774 0.6046918557 -1.7622088171 0.1468574232 0.1727734391 8.2265284835 0.7700058916 0.6889526398 -212.8188125528 178.4530865312 129.7840629318 29.0545824911 103.8164855797 77.8623641848 52.7854721831 42.6956773763 20.3312749411 -70502.4502884347 3099.4357926135 2254.1351219007 344.0544106884 1.95E-8 1.85E-8 52.1921444677 9.1E-9 1.19E-8 52.7854721831 42.6956773763 20.3312749411 389.7071116458 71.6476378318 74.7627525202 535.7330477114 17.3382170525 10.4029302315 6.1373548008 0.5744585178 0.5139892001 -1.7621909371 0.1468559331 0.1727716861 8.2265222744 0.7700053104 0.6889521198
"SDSSJ144256.37-001542.7" -4.09 0.21 1.59 0.0 220.734907425 -0.2618893928 220.734906266 -0.2618603589 0.168 0.2835 -0.269 0.315 6.743 0.396 -0.391 0.2981 224.76 9.0 0.0 1627.0200195312 3.41323 17.659885 920.4199829102 23.501 17.941423 1049.4499511719 10.208 17.209518 0.731905 0.0362 0.1122 0.0964089715 0.1198228674 0.0731532776 0.0466695897 17.5634760285 0.0022777024 17.8216001326 0.0277220035 17.1363647224 0.0105609566 5850.0 0.0 4.0 0.0 11.3292197297 0.9502577392 2.6828722907 0.2664933608 86.9162858446 13.0837141554 5992.7312527361 165.0874863024 3.3937398529 0.121054968 6103.6838765925 127.9140477596 4.6040875735 0.0390539682 10.2754298812 6.0159604005 40.8416919131 4.9861385118 3.1578877242 6.6895473814 0.0581078977 0.0847406842 0.7190155096 0.0299184095 0.0199456063 25.0976310013 2.5240241136 1.8229063043 94.142223935 8.5683251484 5.7122167656 41.6679258295 7.3315292724 5.0562270844 218.0033578153 8.336498761 9.031206991 -105.6499759311 5.7122144962 8.5683217443 292.9075290909 7.33152556 5.0562245241 225.2535582706 8.3365021358 9.0312106471 6.3433161144 0.1330775877 0.1735794622 -0.2362982606 0.0189812931 0.0247582084 2.1179119525 0.2145079201 0.1775237959 -668.2528994537 55.0008034527 93.5013658696 -1650.5021357674 50.4900893714 55.080097496 1833.1096510655 23.2401012859 27.597620277 -13346.3870567175 3792.7684705696 2528.5123137131 351.8826412566 7.19E-8 1.161E-7 51.686188543 6.84E-8 7.77E-8 1833.1096510655 23.2401012859 27.597620277 1709.2675513153 347.1329036524 184.4143550654 720.6778058484 49.595423213 49.595423213 1.6566871369 0.1677938095 0.1388638423 -0.2362936087 0.0189809194 0.024757721 2.1179099282 0.2145077151 0.1775236263
"Pristine-221.8781+9.7844" -4.66 0.13 1.55 0.0 221.878064787 9.784368594 221.8780308688 9.7843683456 0.0676 0.0664 -7.763 0.11 -0.058 0.116 0.1187 0.094 -149.0 0.5 0.0 6031.74 5.24166 16.237259 3363.89 16.4513 16.534283 4040.0 22.6354 15.745966 0.788317 0.0198 0.0613 0.0526726366 0.0654647202 0.0399669859 0.0254977343 16.1845863634 9.435188E-4 16.4688182798 0.0053098562 15.7059990141 0.0060831865 5792.0 100.0 3.5 0.5 7.3620709749 0.5469492069 0.0 0.0 100.0 0.0 5700.4306447232 62.5327946009 3.1294503465 0.0826971746 0.0 0.0 0.0 0.0 8.3253020675 4.3132409929 14.033139692 2.1869473546 1.0934736773 4.851449174 0.6624157959 0.3566854286 0.4928010771 0.0133559209 0.0111299341 13.9575309373 2.1224213706 1.0612106853 -249.5695752091 11.6204746196 15.4939661595 -194.219484585 13.5209419421 17.5772245247 -7.793073591 11.6625223839 7.1769368516 237.1785783863 15.4939966616 12.9116638847 57.0207561498 13.5209431082 17.5772260406 -0.5437044451 11.6624725408 7.1769061789 3.9643301243 0.2620137511 0.3784643072 0.428927218 0.0405169916 0.028050225 6.352120785 0.6000291147 0.4154047717 -376.2380672222 103.5722314962 56.4939444525 1500.5646845183 198.6222388267 139.0355671787 124.5198179724 87.1482382338 100.5556595005 -48663.3013376416 4844.4020764683 2906.641245881 6.1107722683 3.2E-8 3.2E-8 57.6110153864 1.93E-8 2.03E-8 124.5198179724 87.1482382338 100.5556595005 296.6594329723 49.3283385483 32.8855590322 1435.3848428322 297.6347240582 178.5808344349 4.0065659299 0.3784651284 0.2620143196 0.4289402751 0.040518225 0.0280510788 6.3521144202 0.6000285135 0.4154043555
"SDSSJ164234.48+443004.9" -4.61 0.2 0.55 0.0 250.643694345 44.5013644484 250.643641407 44.5013860824 0.0726 0.0932 -8.769 0.149 5.025 0.244 0.3122 0.0906 -136.0 4.0 0.0 1896.1199951172 2.01558 17.493702 1114.8299560547 11.4499 17.733366 1207.9699707031 8.68837 17.056782 0.676584 0.0105 0.0325 0.027925949 0.0347080487 0.0211896742 0.0135183745 17.465776051 0.0011541401 17.6986579513 0.0111510913 17.0355923258 0.0078091988 6280.0 150.0 5.0 0.3 2.6570516704 0.1596573056 10.1812241738 0.715635492 98.5141711157 1.4858288843 6149.1510193813 76.6149403804 4.5900097134 0.0244451263 6125.9227365605 162.7232381667 3.4876316243 0.1072494606 3.4419138827 1.3067122003 9.2495197838 0.0 0.0 1.5748229724 0.2132332419 0.2132332419 0.7091237991 0.0374027687 0.0345256326 1.9546299639 0.0 0.0 -123.2435714195 5.7265364318 8.5898046477 -143.2665527844 4.9865318548 4.9865318548 -9.0748913061 8.717134062 5.811422708 109.2804451383 8.5898181615 5.726545441 107.973543936 4.9865362053 4.9865362053 -1.8252976496 8.7171159014 5.8114106009 7.2955340204 0.0459076786 0.0688615179 1.8395882634 0.1858761303 0.1239174202 1.7142932212 0.1732160381 0.1154773587 -204.9945436955 0.0 0.0 176.795457928 38.8598570336 25.9065713557 581.1431200782 38.1709954122 76.3419908244 -70894.9196613027 2289.3096992787 0.0 69.6718585655 3.67E-8 3.46E-8 41.1484783044 1.44E-8 1.35E-8 581.1431200782 38.1709954122 76.3419908244 356.7212417577 0.0 0.0 63.1468206232 0.0 10.4383734034 0.6815128829 0.0688615929 0.0459077286 1.8395914153 0.1858764488 0.1239176325 1.7142895437 0.1732156665 0.115477111 
"SDSSJ173403.91+644633.0" -4.3 0.2 3.1 0.2 263.516273652 64.7758235012 263.5163002993 64.775816428 0.2153 0.3015 2.638 0.44 -1.643 0.553 -0.1052 0.2702 -257.9324 13.0 0.0 395.5979919434 1.39659 19.19523 223.4109954834 9.56274 19.478626 250.5520019531 8.86707 18.764675 0.713951 0.0283 0.0878 0.0754430311 0.0937651358 0.0572447243 0.0365204115 19.1197869689 0.0038330031 19.3848608642 0.0464731531 18.7074302757 0.0384243553 6183.0 78.0 5.0 0.5 5.4550658817 1.0171038295 21.7570495093 3.0077800339 86.0046905125 13.9953094875 6093.9866618758 232.8957140671 4.6069933747 0.0719516398 6131.2709047152 297.3819783168 3.4911535789 0.2013006682 11.6627240508 11.8864830902 12.8102044951 5.5606267572 2.7803133786 7.5194040473 1.85155637 1.2343709133 0.3137627724 0.0747776093 0.0475857514 10.2761072343 5.0047295387 2.5023647694 63.5662404244 27.7027376028 15.110584147 -176.6708024421 19.8794640621 13.2529760414 -200.1200815354 15.1947298786 19.5360812725 -77.1848062525 15.1105925312 27.7027529739 74.5694586171 19.8794909781 13.2529939854 -192.8701381156 15.1947151458 19.5360623303 8.3773424356 0.1065281279 0.0665800799 4.8622608664 1.3726723844 0.8579202402 3.1136929344 0.8790314672 0.549394667 -1238.9081561882 261.4946323797 522.9892647593 1316.1017787939 137.0021430683 109.6017144547 1011.8997402722 334.6521414379 223.1014276253 -45095.1254133636 9790.2088493968 7342.6566370476 94.4376200949 1.082E-7 1.202E-7 32.5565215015 2.78E-8 2.63E-8 1011.8997402722 334.6521414379 223.1014276253 37.8343192287 0.0 0.0 993.3937208441 216.5386666386 162.4039999789 -0.3906585201 0.0665800916 0.1065281465 4.8622650888 1.3726735764 0.8579209853 3.1136863328 0.8790296035 0.5493935022
"SDSSJ174259.67+253135.8" -4.8 0.07 3.63 0.0 265.748669215 25.526636261 265.7486401453 25.5265864606 0.1134 0.1562 -6.093 0.248 -11.567 0.292 -0.1628 0.187 -221.9285 10.0 0.0 648.8099975586 1.32614 18.658073 365.2210083008 8.34396 18.944998 417.4920043945 8.23079 18.210299 0.734699 0.055 0.1706 0.1465897535 0.1821905608 0.1112294921 0.0709610688 18.5114832465 0.0022191986 18.7628074392 0.024805088 18.0990695079 0.0214051209 6345.0 0.0 4.0 0.0 4.4545106336 0.5146279847 16.5500762877 1.4371266475 62.9725506833 37.0274493167 6193.6539289235 144.640370379 4.5754857987 0.0480992413 6115.3630093292 198.3254103013 3.4806232845 0.1317011671 10.7497904882 6.5308249211 7.765228636 1.2637748075 0.505509923 1.0000251793 0.1801691711 0.1801691711 0.7711350552 0.061404065 0.0433440459 2.769983298 0.5963994231 0.1987998077 74.9842958623 26.8260355986 22.9937447988 -348.3665213576 20.2335771519 28.3270080127 -57.495530197 7.5570967178 8.4461669198 -88.0001851161 22.993718031 26.8260043695 -97.1265153428 20.2335953839 28.3270335375 -50.2459410509 7.5571051648 8.4461763606 5.3241372425 0.268916021 0.3495908272 3.1410743105 0.4145348137 0.3188729336 1.9726296958 0.2603324863 0.2002557587 31.3233432075 80.040986096 64.0327888768 90.3333773161 103.5500642063 134.6150834682 -231.6618881072 58.0727497489 58.0727497489 -79766.3433985686 6158.3948959973 2463.3579583989 49.8580139341 5.11E-8 4.85E-8 25.6447193426 2.68E-8 3.35E-8 -231.6618881072 58.0727497489 58.0727497489 473.5434525251 99.3446421722 66.2297614481 81.8903266208 12.1151797318 4.0383932439 2.6489710571 0.3495908143 0.268916011 3.1410796721 0.4145355213 0.3188734779 1.9726212906 0.2603313771 0.2002549054
"2MASSJ18082002-5104378" -4.07 0.07 0.9 0.0 272.083464041 -51.0771900644 272.0834254771 -51.0772444978 0.037 0.0348 -5.627 0.068 -12.643 0.058 1.6775 0.0397 16.54 0.12 1.0 373978.0 97.3 11.756249 196369.0 433.461 12.118709 262165.0 222.142 11.215486 0.903223 0.1007 0.3122 0.2682609804 0.3334108785 0.2035512844 0.1298595941 11.4879880196 2.824822E-4 11.7852981215 0.0023966324 11.0119347156 9.19984E-4 5440.0 100.0 3.0 0.2 0.6471426157 0.0124982358 0.0 0.0 100.0 0.0 6123.7963280481 43.7661929163 3.4862261881 0.0291272636 0.0 0.0 0.0 0.0 0.5866782664 0.0136841887 7.5982210809 0.0446165657 0.0486726172 6.3288465612 0.1021664979 0.1160982931 0.090778212 0.0058382717 0.0049041483 0.1658112271 0.0067552305 0.0059446029 2.1896839681 0.5262276976 0.5262276976 -45.4324627965 1.5708785503 1.7136856913 -5.197160653 0.194284297 0.194284297 -13.3135679554 0.5262288642 0.5262288642 205.8075431814 1.5708781323 1.7136852352 2.0527776241 0.19428364 0.19428364 7.3993907495 0.0234684518 0.0265295542 -0.188964365 0.0073836709 0.0083467585 -0.162713739 0.0063579432 0.0071872402 33.0321322668 1.1965905072 1.0193178394 -13.1253018059 1.4381829242 1.4381829242 1520.0163134514 16.9556968178 18.4301052367 -64227.2898170522 508.9861228177 508.9861228177 342.5353488111 9.0E-9 9.6E-9 -14.4897582969 6.3E-9 7.9E-9 1520.0163134514 16.9556968178 18.4301052367 8.5796889126 1.0898245328 0.7964102355 1.0549604535 0.0934953016 0.0755154359 0.599588826 0.0265295516 0.0234684495 -0.1889640453 0.0073836584 0.0083467443 -0.1627143211 0.006357966 0.0071872659
"BPSCS-22891-0200" -4.06 0.15 0.0 0.0 293.829490257 -61.7067706698 293.8294446203 -61.7067674237 0.0285 0.0221 -5.024 0.053 0.754 0.036 0.1135 0.0342 131.0 10.0 0.0 66708.7 13.9966 13.627911 30114.5 48.4623 14.15445 53453.5 34.0705 12.94198 1.21247 0.0676 0.2096 0.1801008974 0.2238402257 0.136657105 0.0871831207 13.4478101026 2.278056E-4 13.9306097743 0.0017472405 12.805322895 6.920328E-4 4490.0 33.0 0.5 0.12 13.5831 0.6176 0.0 0.0 100.0 0.0 4836.2 22.25 1.1882 0.0502 0.0 0.0 0.0 0.0 7.5892699336 1.711121892 66.6618384272 16.9668562696 11.9766044256 7.5095752243 0.61210802 0.6503647713 0.7993927427 0.0236074962 0.0250829647 53.3946199709 13.3151421239 10.8185529757 255.9750052684 12.1930227129 10.9095466378 -93.3379402521 4.8639523233 4.8639523233 224.6925785342 12.1132195801 14.5358634961 -267.7163503817 10.9095446643 12.1930205072 157.9014957789 4.8639608568 4.8639608568 231.9428063908 12.113225457 14.5358705484 -2.8527089009 0.4986160091 0.4692856556 -5.0593261719 0.2324452863 0.2187720341 -6.5833080157 0.3024629883 0.2846710478 -130.2526340166 77.6988800475 88.0587307205 2411.9140213856 261.4044719131 277.7422514077 -1808.2943166716 177.764406307 158.0128056062 1943.0990649634 7136.7577281273 6343.7846472242 335.0059556697 6.6E-9 6.6E-9 -28.8019265577 3.4E-9 3.8E-9 -1808.2943166716 177.764406307 158.0128056062 3224.6892795405 956.8167293934 675.4000442777 1265.1603784692 144.9986577691 154.0610738797 10.8233738434 0.4399551109 0.4986157924 -5.059325746 0.2324452667 0.2187720157 -6.5833161187 0.3024633606 0.2846713982
"BPSCS-22885-0096" -4.21 0.07 0.0 0.0 305.213220651 -39.8917320574 305.2131957681 -39.8917618081 0.0188 0.0151 -4.434 0.038 -6.91 0.028 0.1708 0.0247 -248.0 10.0 0.0 111783.0 30.9909 13.067428 54597.1 84.2358 13.508465 84150.0 61.0932 12.449285 1.05918 0.0484 0.1501 0.1289749198 0.1602977863 0.0978636943 0.062434092 12.9384530802 3.010113E-4 13.3481672137 0.0016751413 12.3514213057 7.882484E-4 4580.0 34.0 0.75 0.15 6.6496685712 0.2228494792 0.0 0.0 100.0 0.0 5067.6367875902 16.0169839929 1.705494633 0.0360531148 0.0 0.0 0.0 0.0 5.2844525178 0.7145679173 9.2374736012 1.0124469911 0.7231764222 3.5956650934 0.3069470202 0.3069470202 0.4344659494 0.0652539289 0.0507530558 9.1366455705 0.905665991 0.7245327928 -144.8009034479 8.3985675925 9.0446112535 -241.0751816983 13.5124556925 14.3073060274 222.9416766302 7.1649444146 7.1649444146 133.0553978862 9.0446138443 8.3985699983 10.1646265027 13.512465835 14.3073167664 230.1911133183 7.164927637 7.164927637 2.4462099238 0.308362583 0.3265015585 0.1220561557 0.0071990672 0.006799119 -3.6788425071 0.2042600392 0.2162753356 64.9449971283 42.3620093313 50.3048860809 -1057.3961545363 67.1608735325 63.2102339129 8.4622247339 39.6227844501 33.0189870417 -63219.6223219256 2683.0229749815 2683.0229749815 1.263114807 4.7E-9 5.0E-9 -33.5142504989 3.7E-9 4.1E-9 8.4622247339 39.6227844501 33.0189870417 148.5875379786 58.3650158891 45.3950123582 1122.7033132507 44.6212801917 48.0536863603 5.5356457386 0.3265012422 0.3083622843 0.1220559192 0.0071990532 0.0067991058 -3.6788506365 0.2042604905 0.2162758135
"BPSCS-22950-0046" -4.12 0.14 0.0 0.0 305.368323431 -13.2760006492 305.3683303747 -13.2760084644 0.0216 0.014 1.57 0.045 -1.815 0.028 0.0587 0.027 111.0 10.0 0.0 52737.1 11.1421 13.883075 23138.1 23.2499 14.440571 43284.7 43.2585 13.171083 1.269487 0.0536 0.1662 0.1428090095 0.1774916249 0.1083607361 0.0691308888 13.7402659905 2.293903E-4 14.2630793751 0.0010909824 13.0627222639 0.001085079 4380.0 32.0 0.5 0.12 19.1073 0.3106 0.0 0.0 100.0 0.0 4734.1 5.52 0.95 0.0 0.0 0.0 0.0 0.0 10.5099342719 2.6328499432 41.6139065461 3.9156675478 3.0455192039 2.4093829813 0.4414015482 0.3993633056 0.8896714477 0.0187072159 0.0196425767 31.0532480828 3.0903258401 2.7469563023 59.7618448439 8.3492324625 7.8581011412 -69.6255687517 5.1943793562 5.5406713133 -222.485744595 6.5734314464 6.5734314464 -71.3532325417 7.8581065644 8.3492382247 181.6147024515 5.1943794546 5.5406714182 -215.235752104 6.5734289887 6.5734289887 -6.5705985531 0.4275348911 0.2602386294 8.6526158702 0.1547377221 0.2542119721 -8.220025361 0.2411944596 0.1468140189 -376.530007221 80.5400050099 59.3452668494 -824.4572912999 110.9772649231 87.6136302025 -562.6778204709 55.4365220772 65.8308699667 -14253.3549134503 3283.0975391124 2553.5203081986 30.7357279396 4.6E-9 4.6E-9 -25.8692063523 4.9E-9 5.6E-9 -562.6778204709 55.4365220772 65.8308699667 2565.7531065601 280.8447815276 218.434830077 574.9661468817 54.7300028154 80.2706707959 14.5519902798 0.2602382753 0.4275343094 8.6526173487 0.1547377486 0.2542120155 -8.220058942 0.2411954449 0.1468146186
"BPSCS-30336-0049" -4.04 0.09 -0.28 0.31 311.348055352 -28.7099758468 311.3480470803 -28.7100108601 0.0195 0.0129 -1.685 0.038 -8.132 0.027 0.0418 0.0227 -236.6 0.8 0.0 61068.3 10.9246 13.723826 27518.5 32.6544 14.252326 48966.1 31.9226 13.037181 1.215145 0.0539 0.167 0.1434964163 0.1783459754 0.1088823272 0.0694636482 13.5803295837 1.94229E-4 14.0739800246 0.001288372 12.9282986728 7.078269E-4 4827.0 100.0 1.51 0.2 15.481 0.6661 0.0 0.0 100.0 0.0 4802.2 20.86 1.1111 0.0477 0.0 0.0 0.0 0.0 12.1450693772 3.0552661429 125.1307878893 55.5766960703 39.3668263831 8.0398189829 0.8306586094 0.6749101201 0.8782215649 0.0279528605 0.0366881294 98.0860819181 27.184789232 28.36673659 -31.5297603889 7.3312437629 6.4687444967 -644.3268489549 22.6902449857 24.3109767704 119.7447608093 1.8600911566 2.4324268971 19.9992790594 6.0374742731 7.3312187601 -393.0869929588 22.6902489924 24.3109810633 126.9937900648 1.8600991531 2.4324373541 -4.0422749172 0.4610054163 0.5268633329 3.4113268605 0.1496586944 0.1309513576 -9.1803729189 0.3514453594 0.4016518393 -3166.1315395526 327.4889371724 374.2730710541 326.3589823874 119.4764420204 104.5418867679 1500.556223634 342.5114342857 282.06824 20105.4239411207 11827.6137596587 10349.1620397014 15.8575262205 4.3E-9 4.6E-9 -36.2539542218 4.6E-9 4.9E-9 1500.556223634 342.5114342857 282.06824 6328.5618437147 5235.1914917448 2326.7517741088 2018.5417162203 154.2794096286 134.9944834251 12.0093296811 0.5268626187 0.4610047914 3.4113245846 0.1496585946 0.1309512703 -9.18039518 0.3514462116 0.4016528133
"HE2139-5432" -4.02 0.0 0.0 0.0 325.676864649 -54.3119357441 325.676883449 -54.3119550487 0.0205 0.0202 2.547 0.046 -4.484 0.041 -0.0067 0.0298 105.0 3.0 1.0 19154.9 5.71266 14.982666 9976.99 15.8518 15.353889 13533.0 16.2392 14.433434 0.920456 0.0165 0.0513 0.0440800383 0.0547853224 0.0334470873 0.0213382352 14.9385859617 3.238044E-4 15.2991036776 0.0017250567 14.3999869127 0.0013028514 5457.0 44.0 2.0 0.2 11.0204670396 0.8511698842 0.0 0.0 100.0 0.0 5258.9479755115 33.9082463386 2.1385431395 0.0788239274 0.0 0.0 0.0 0.0 18.6122981127 9.7467454736 9.8659121159 0.9343671788 0.790618382 1.1320024096 0.4002894379 0.2935455878 0.7888007297 0.0480970702 0.0541092039 9.4573439983 0.838813559 0.7742894391 -49.3527363665 10.5390637941 11.2918540651 -267.4293594854 17.3137505249 17.3137505249 -113.5107785605 7.6180150237 7.6180150237 37.5000297296 11.2918697993 10.5390784793 -16.1891427504 17.3137372427 17.3137372427 -106.2612478309 7.6180258635 7.6180258635 0.6971074285 0.5010470159 0.539589094 -2.4831642215 0.1703683864 0.1834736469 -8.0778697491 0.5542177285 0.5968498614 143.0190670909 104.4389422836 139.2519230448 -245.9706059472 155.5913245618 155.5913245618 89.1725886131 34.4096358023 25.8072268517 -66467.8044574473 3619.0021737391 3102.001863205 341.2206378561 8.1E-9 7.7E-9 -46.321794613 3.4E-9 3.9E-9 89.1725886131 34.4096358023 25.8072268517 435.9734580469 42.0528491986 57.3447943617 555.854516375 41.1827286157 13.7275762052 7.2643412898 0.5395884104 0.5010463811 -2.483169293 0.1703687343 0.1834740216 -8.0778765549 0.5542181954 0.5968503643
